"","names","rating","sex"
"1102","One Flew Over the Cuckoo's Nest (1975)",4.15,"F"
"1103","One Night Stand (1997)",4,"F"
"1104","Only You (1994)",3.35,"F"
"1105","Open Season (1996)",NA,"F"
"1106","Operation Dumbo Drop (1995)",3,"F"
"1107","Original Gangstas (1996)",NA,"F"
"1108","Orlando (1993)",3.90909090909091,"F"
"1109","Oscar & Lucinda (1997)",3.25,"F"
"1110","Othello (1995)",3.77272727272727,"F"
"1111","Other Voices, Other Rooms (1997)",NA,"F"
"1112","Out to Sea (1997)",2.625,"F"
"1113","Outbreak (1995)",3.21739130434783,"F"
"1114","Outlaw, The (1943)",NA,"F"
"1115","Pagemaster, The (1994)",2.33333333333333,"F"
"1116","Pallbearer, The (1996)",2,"F"
"1117","Palmetto (1998)",3,"F"
"1118","Palookaville (1996)",3,"F"
"1119","Panther (1995)",2,"F"
"1120","Paper, The (1994)",3.66666666666667,"F"
"1121","Paradise Lost: The Child Murders at Robin Hood Hills (1996)",4.28571428571429,"F"
"1122","Paradise Road (1997)",3.25,"F"
"1123","Parent Trap, The (1961)",3.24137931034483,"F"
"1124","Paris Is Burning (1990)",3.9,"F"
"1125","Paris Was a Woman (1995)",NA,"F"
"1126","Paris, France (1993)",NA,"F"
"1127","Paris, Texas (1984)",3.61538461538462,"F"
"1128","Party Girl (1995)",2.66666666666667,"F"
"1129","Passion Fish (1992)",3.33333333333333,"F"
"1130","Pather Panchali (1955)",NA,"F"
"1131","Paths of Glory (1957)",1,"F"
"1132","Patton (1970)",3.47619047619048,"F"
"1133","Peacemaker, The (1997)",3.64285714285714,"F"
"1134","Penny Serenade (1941)",2.75,"F"
"1135","People vs. Larry Flynt, The (1996)",3.44,"F"
"1136","Perez Family, The (1995)",2.25,"F"
"1137","Perfect Candidate, A (1996)",NA,"F"
"1138","Perfect World, A (1993)",3.75,"F"
"1139","Persuasion (1995)",4.31578947368421,"F"
"1140","Pest, The (1997)",2,"F"
"1141","Pete's Dragon (1977)",2.76470588235294,"F"
"1142","Phantom, The (1996)",2.92857142857143,"F"
"1143","Phantoms (1998)",3.33333333333333,"F"
"1144","Pharaoh's Army (1995)",1,"F"
"1145","Phat Beach (1996)",NA,"F"
"1146","Phenomenon (1996)",3.72222222222222,"F"
"1147","Philadelphia (1993)",4,"F"
"1148","Philadelphia Story, The (1940)",4.28125,"F"
"1149","Piano, The (1993)",3.89583333333333,"F"
"1150","Picnic (1955)",3.66666666666667,"F"
"1151","Picture Bride (1995)",2.66666666666667,"F"
"1152","Picture Perfect (1997)",3.17142857142857,"F"
"1153","Pie in the Sky (1995)",1,"F"
"1154","Pillow Book, The (1995)",3.63636363636364,"F"
"1155","Pink Floyd - The Wall (1982)",3.12,"F"
"1156","Pinocchio (1940)",3.48275862068966,"F"
"1157","Platoon (1986)",3.54545454545455,"F"
"1158","Playing God (1997)",2.38461538461538,"F"
"1159","Pocahontas (1995)",2.76923076923077,"F"
"1160","Poetic Justice (1993)",3.16666666666667,"F"
"1161","Poison Ivy II (1995)",1.5,"F"
"1162","Police Story 4: Project S (Chao ji ji hua) (1993)",NA,"F"
"1163","Pollyanna (1960)",3.27272727272727,"F"
"1164","Pompatus of Love, The (1996)",4,"F"
"1165","Ponette (1996)",2.8,"F"
"1166","Portrait of a Lady, The (1996)",2.83333333333333,"F"
"1167","Postino, Il (1994)",3.89090909090909,"F"
"1168","Postman, The (1997)",3.9047619047619,"F"
"1169","Powder (1995)",3.22727272727273,"F"
"1170","Power 98 (1995)",NA,"F"
"1171","Preacher's Wife, The (1996)",3.13333333333333,"F"
"1172","Prefontaine (1997)",5,"F"
"1173","Pretty Woman (1990)",3.50943396226415,"F"
"1174","Price Above Rubies, A (1998)",3,"F"
"1175","Priest (1994)",3.5,"F"
"1176","Primal Fear (1996)",3.58,"F"
"1177","Primary Colors (1998)",4.33333333333333,"F"
"1178","Princess Bride, The (1987)",4.04494382022472,"F"
"1179","Princess Caraboo (1994)",3.5,"F"
"1180","Prisoner of the Mountains (Kavkazsky Plennik) (1996)",3,"F"
"1181","Private Benjamin (1980)",3.11111111111111,"F"
"1182","Private Parts (1997)",3.26086956521739,"F"
"1183","Professional, The (1994)",3.56,"F"
"1184","Program, The (1993)",3,"F"
"1185","Promesse, La (1996)",3.2,"F"
"1186","Promise, The (Versprechen, Das) (1994)",1,"F"
"1187","Prophecy II, The (1998)",2.25,"F"
"1188","Prophecy, The (1995)",2.5,"F"
"1189","Psycho (1960)",4.12903225806452,"F"
"1190","Pulp Fiction (1994)",3.91666666666667,"F"
"1191","Pump Up the Volume (1990)",3.64705882352941,"F"
"1192","Purple Noon (1960)",3,"F"
"1193","Pushing Hands (1992)",2,"F"
"1194","Pyromaniac's Love Story, A (1995)",1,"F"
"1195","Quartier Mozart (1992)",1,"F"
"1196","Queen Margot (Reine Margot, La) (1994)",2.71428571428571,"F"
"1197","Quest, The (1996)",3.2,"F"
"1198","Quick and the Dead, The (1995)",3.16666666666667,"F"
"1199","Quiet Man, The (1952)",3.94117647058824,"F"
"1200","Quiet Room, The (1996)",3,"F"
"1201","Quiz Show (1994)",3.41176470588235,"F"
"1202","Race the Sun (1996)",2.8,"F"
"1203","Radioland Murders (1994)",3.33333333333333,"F"
"1204","Raging Bull (1980)",3.72222222222222,"F"
"1205","Raiders of the Lost Ark (1981)",4.08421052631579,"F"
"1206","Rainmaker, The (1997)",3.70588235294118,"F"
"1207","Raise the Red Lantern (1991)",4.15,"F"
"1208","Raising Arizona (1987)",4.01694915254237,"F"
"1209","Ran (1985)",3.21428571428571,"F"
"1210","Ransom (1996)",3.63888888888889,"F"
"1211","Raw Deal (1948)",NA,"F"
"1212","Ready to Wear (Pret-A-Porter) (1994)",1.75,"F"
"1213","Real Genius (1985)",3.58333333333333,"F"
"1214","Reality Bites (1994)",3.17391304347826,"F"
"1215","Rear Window (1954)",4.35185185185185,"F"
"1216","Rebecca (1940)",3.95454545454545,"F"
"1217","Rebel Without a Cause (1955)",4,"F"
"1218","Reckless (1995)",2.66666666666667,"F"
"1219","Red Corner (1997)",3.91666666666667,"F"
"1220","Red Firecracker, Green Firecracker (1994)",3.5,"F"
"1221","Red Rock West (1992)",3.41666666666667,"F"
"1222","Ref, The (1994)",3.42857142857143,"F"
"1223","Relative Fear (1994)",2,"F"
"1224","Relic, The (1997)",3.16666666666667,"F"
"1225","Reluctant Debutante, The (1958)",3,"F"
"1226","Remains of the Day, The (1993)",4.04081632653061,"F"
"1227","Renaissance Man (1994)",3.5,"F"
"1228","Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3,"F"
"1229","Rent-a-Kid (1995)",3.2,"F"
"1230","Replacement Killers, The (1998)",3.44444444444444,"F"
"1231","Reservoir Dogs (1992)",3.43333333333333,"F"
"1232","Restoration (1995)",3.68,"F"
"1233","Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",3.85714285714286,"F"
"1234","Return of the Jedi (1983)",4.00806451612903,"F"
"1235","Return of the Pink Panther, The (1974)",3.70588235294118,"F"
"1236","Rhyme & Reason (1997)",2.5,"F"
"1237","Rich Man's Wife, The (1996)",3,"F"
"1238","Richard III (1995)",3.7,"F"
"1239","Richie Rich (1994)",3.11111111111111,"F"
"1240","Ridicule (1996)",3.83333333333333,"F"
"1241","Right Stuff, The (1983)",4.02777777777778,"F"
"1242","Ripe (1996)",2,"F"
"1243","Rising Sun (1993)",2.4,"F"
"1244","River Wild, The (1994)",3.28947368421053,"F"
"1245","Road to Wellville, The (1994)",2.6,"F"
"1246","Rob Roy (1995)",3.57692307692308,"F"
"1247","Robert A. Heinlein's The Puppet Masters (1994)",3.75,"F"
"1248","Robin Hood: Men in Tights (1993)",2.83333333333333,"F"
"1249","Robin Hood: Prince of Thieves (1991)",3.57142857142857,"F"
"1250","Robocop 3 (1993)",2,"F"
"1251","Rock, The (1996)",3.87912087912088,"F"
"1252","Rocket Man (1997)",2.3,"F"
"1253","Roman Holiday (1953)",4.10714285714286,"F"
"1254","Romeo Is Bleeding (1993)",2.875,"F"
"1255","Romper Stomper (1992)",NA,"F"
"1256","Romy and Michele's High School Reunion (1997)",3.20588235294118,"F"
"1257","Room with a View, A (1986)",4.15217391304348,"F"
"1258","Roommates (1995)",3.2,"F"
"1259","Roseanna's Grave (For Roseanna) (1997)",3,"F"
"1260","Rosencrantz and Guildenstern Are Dead (1990)",3.63636363636364,"F"
"1261","Rosewood (1997)",3.97777777777778,"F"
"1262","Rough Magic (1995)",4,"F"
"1263","Ruby in Paradise (1993)",2.81818181818182,"F"
"1264","Rudy (1993)",3.5,"F"
"1265","Ruling Class, The (1972)",3.5,"F"
"1266","Rumble in the Bronx (1995)",3.25,"F"
"1267","Run of the Country, The (1995)",2.5,"F"
"1268","S.F.W. (1994)",NA,"F"
"1269","Sabrina (1954)",3.95833333333333,"F"
"1270","Sabrina (1995)",3.671875,"F"
"1271","Safe (1995)",4.33333333333333,"F"
"1272","Safe Passage (1994)",3,"F"
"1273","Saint of Fort Washington, The (1993)",NA,"F"
"1274","Saint, The (1997)",3.24705882352941,"F"
"1275","Salut cousin! (1996)",2,"F"
"1276","Santa Clause, The (1994)",3.31818181818182,"F"
"1277","Santa with Muscles (1996)",NA,"F"
"1278","Savage Nights (Nuits fauves, Les) (1992)",3,"F"
"1279","Scarlet Letter, The (1926)",NA,"F"
"1280","Scarlet Letter, The (1995)",2.4,"F"
"1281","Schindler's List (1993)",4.63291139240506,"F"
"1282","Schizopolis (1996)",2,"F"
"1283","Scout, The (1994)",2.33333333333333,"F"
"1284","Scream (1996)",3.34265734265734,"F"
"1285","Scream 2 (1997)",3.62962962962963,"F"
"1286","Scream of Stone (Schrei aus Stein) (1991)",NA,"F"
"1287","Screamers (1995)",3.33333333333333,"F"
"1288","Search for One-eye Jimmy, The (1996)",4,"F"
"1289","Searching for Bobby Fischer (1993)",3.975,"F"
"1290","Second Jungle Book: Mowgli & Baloo, The (1997)",2.5,"F"
"1291","Secret Adventures of Tom Thumb, The (1993)",1,"F"
"1292","Secret Agent, The (1996)",NA,"F"
"1293","Secret Garden, The (1993)",3.57142857142857,"F"
"1294","Secret of Roan Inish, The (1994)",3.61904761904762,"F"
"1295","Secrets & Lies (1996)",4.40740740740741,"F"
"1296","Selena (1997)",3.44444444444444,"F"
"1297","Sense and Sensibility (1995)",4.25263157894737,"F"
"1298","Senseless (1998)",2.66666666666667,"F"
"1299","Serial Mom (1994)",2.5,"F"
"1300","Set It Off (1996)",4.25,"F"
"1301","Seven (Se7en) (1995)",3.77358490566038,"F"
"1302","Seven Years in Tibet (1997)",3.67272727272727,"F"
"1303","Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.46153846153846,"F"
"1304","Sex, Lies, and Videotape (1989)",3.56666666666667,"F"
"1305","Sexual Life of the Belgians, The (1994)",NA,"F"
"1306","Sgt. Bilko (1996)",2.92857142857143,"F"
"1307","Shadow Conspiracy (1997)",2.88888888888889,"F"
"1308","Shadow of Angels (Schatten der Engel) (1976)",NA,"F"
"1309","Shadow, The (1994)",2.875,"F"
"1310","Shadowlands (1993)",4.09677419354839,"F"
"1311","Shadows (Cienie) (1988)",1,"F"
"1312","Shaggy Dog, The (1959)",2.81818181818182,"F"
"1313","Shall We Dance? (1937)",3.66666666666667,"F"
"1314","Shall We Dance? (1996)",4.52941176470588,"F"
"1315","Shallow Grave (1994)",3.61538461538462,"F"
"1316","Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)",3.6,"F"
"1317","Shawshank Redemption, The (1994)",4.5625,"F"
"1318","She's So Lovely (1997)",2.52941176470588,"F"
"1319","She's the One (1996)",2.72727272727273,"F"
"1320","Shiloh (1997)",4,"F"
"1321","Shine (1996)",4,"F"
"1322","Shining, The (1980)",3.82352941176471,"F"
"1323","Shooter, The (1995)",1,"F"
"1324","Shooting Fish (1997)",1.5,"F"
"1325","Shopping (1994)",NA,"F"
"1326","Short Cuts (1993)",3.52941176470588,"F"
"1327","Show, The (1995)",2,"F"
"1328","Showgirls (1995)",2,"F"
"1329","Silence of the Lambs, The (1991)",4.32,"F"
"1330","Silence of the Palace, The (Saimt el Qusur) (1994)",3,"F"
"1331","Simple Twist of Fate, A (1994)",3.16666666666667,"F"
"1332","Simple Wish, A (1997)",3,"F"
"1333","Singin' in the Rain (1952)",3.83333333333333,"F"
"1334","Sirens (1994)",2.69230769230769,"F"
"1335","Six Degrees of Separation (1993)",3.57142857142857,"F"
"1336","Sixth Man, The (1997)",3.66666666666667,"F"
"1337","Sleeper (1973)",3.5,"F"
"1338","Sleepers (1996)",3.66666666666667,"F"
"1339","Sleepless in Seattle (1993)",3.64705882352941,"F"
"1340","Sleepover (1995)",NA,"F"
"1341","Sliding Doors (1998)",1,"F"
"1342","Sling Blade (1996)",4.41176470588235,"F"
"1343","Slingshot, The (1993)",4,"F"
"1344","Sliver (1993)",3,"F"
"1345","Small Faces (1995)",NA,"F"
"1346","Smile Like Yours, A (1997)",2.6,"F"
"1347","Smilla's Sense of Snow (1997)",3.13333333333333,"F"
"1348","Smoke (1995)",3.23076923076923,"F"
"1349","Sneakers (1992)",3.70588235294118,"F"
"1350","Snow White and the Seven Dwarfs (1937)",3.74,"F"
"1351","So Dear to My Heart (1949)",1,"F"
"1352","So I Married an Axe Murderer (1993)",3.17857142857143,"F"
"1353","Solo (1996)",NA,"F"
"1354","Some Folks Call It a Sling Blade (1993)",4.41666666666667,"F"
"1355","Some Kind of Wonderful (1987)",3.80769230769231,"F"
"1356","Some Like It Hot (1959)",4,"F"
"1357","Some Mother's Son (1996)",4.5,"F"
"1358","Somebody to Love (1994)",1,"F"
"1359","Someone Else's America (1995)",5,"F"
"1360","Something to Talk About (1995)",2.93333333333333,"F"
"1361","Somewhere in Time (1980)",3.3030303030303,"F"
"1362","Son in Law (1993)",2.6,"F"
"1363","Sophie's Choice (1982)",3.81818181818182,"F"
"1364","Soul Food (1997)",3.30434782608696,"F"
"1365","Sound of Music, The (1965)",4.16,"F"
"1366","Space Jam (1996)",2.66666666666667,"F"
"1367","Spanish Prisoner, The (1997)",4,"F"
"1368","Spanking the Monkey (1994)",3.4,"F"
"1369","Spawn (1997)",2.39285714285714,"F"
"1370","Specialist, The (1994)",2,"F"
"1371","Species (1995)",2.33333333333333,"F"
"1372","Speechless (1994)",3.09090909090909,"F"
"1373","Speed (1994)",3.71698113207547,"F"
"1374","Speed 2: Cruise Control (1997)",2.625,"F"
"1375","Spellbound (1945)",3.71428571428571,"F"
"1376","Sphere (1998)",2.66666666666667,"F"
"1377","Spice World (1997)",1.875,"F"
"1378","Spirits of the Dead (Tre passi nel delirio) (1968)",1,"F"
"1379","Spitfire Grill, The (1996)",3.93939393939394,"F"
"1380","Sprung (1997)",2,"F"
"1381","Spy Hard (1996)",3,"F"
"1382","Squeeze (1996)",2,"F"
"1383","Stag (1997)",2.5,"F"
"1384","Stalingrad (1993)",1,"F"
"1385","Stalker (1979)",1,"F"
"1386","Stand by Me (1986)",3.79032258064516,"F"
"1387","Star Kid (1997)",NA,"F"
"1388","Star Maker, The (Uomo delle stelle, L') (1995)",3,"F"
"1389","Star Maps (1997)",2.66666666666667,"F"
"1390","Star Trek III: The Search for Spock (1984)",2.92307692307692,"F"
"1391","Star Trek IV: The Voyage Home (1986)",3.11428571428571,"F"
"1392","Star Trek V: The Final Frontier (1989)",2.55555555555556,"F"
"1393","Star Trek VI: The Undiscovered Country (1991)",3.17391304347826,"F"
"1394","Star Trek: First Contact (1996)",3.83561643835616,"F"
"1395","Star Trek: Generations (1994)",3.58333333333333,"F"
"1396","Star Trek: The Motion Picture (1979)",2.86666666666667,"F"
"1397","Star Trek: The Wrath of Khan (1982)",3.38297872340426,"F"
"1398","Star Wars (1977)",4.24503311258278,"F"
"1399","Stargate (1994)",3.11111111111111,"F"
"1400","Stars Fell on Henrietta, The (1995)",1,"F"
"1401","Starship Troopers (1997)",2.97142857142857,"F"
"1402","Steal Big, Steal Little (1995)",2.33333333333333,"F"
"1403","Stealing Beauty (1996)",3.36363636363636,"F"
"1404","Steel (1997)",3,"F"
"1405","Stefano Quantestorie (1993)",NA,"F"
"1406","Stephen King's The Langoliers (1995)",2.375,"F"
"1407","Sting, The (1973)",3.96551724137931,"F"
"1408","Stonewall (1995)",4,"F"
"1409","Story of Xinghua, The (1993)",3,"F"
"1410","Strange Days (1995)",3.06666666666667,"F"
"1411","Stranger in the House (1997)",1.66666666666667,"F"
"1412","Stranger, The (1994)",NA,"F"
"1413","Strawberry and Chocolate (Fresa y chocolate) (1993)",2.75,"F"
"1414","Street Fighter (1994)",3,"F"
"1415","Streetcar Named Desire, A (1951)",4.07407407407407,"F"
"1416","Strictly Ballroom (1992)",3.97297297297297,"F"
"1417","Striking Distance (1993)",3,"F"
"1418","Stripes (1981)",5,"F"
"1419","Striptease (1996)",2.52941176470588,"F"
"1420","Stuart Saves His Family (1995)",1.8,"F"
"1421","Stupids, The (1996)",1.5,"F"
"1422","Substance of Fire, The (1996)",2.5,"F"
"1423","Substitute, The (1996)",2.77777777777778,"F"
"1424","SubUrbia (1997)",4.33333333333333,"F"
"1425","Sudden Death (1995)",3,"F"
"1426","Sudden Manhattan (1996)",1.5,"F"
"1427","Sum of Us, The (1994)",2.5,"F"
"1428","Sunchaser, The (1996)",NA,"F"
"1429","Sunset Blvd. (1950)",4.18181818181818,"F"
"1430","Sunset Park (1996)",4,"F"
"1431","Super Mario Bros. (1993)",2.5,"F"
"1432","Supercop (1992)",3.44444444444444,"F"
"1433","Surviving Picasso (1996)",3,"F"
"1434","Surviving the Game (1994)",NA,"F"
"1435","Suture (1993)",2,"F"
"1436","Swan Princess, The (1994)",3,"F"
"1437","Sweet Hereafter, The (1997)",4.1,"F"
"1438","Sweet Nothing (1995)",3,"F"
"1439","Swept from the Sea (1997)",2.75,"F"
"1440","Swimming with Sharks (1995)",3,"F"
"1441","Swingers (1996)",3.69230769230769,"F"
"1442","Swiss Family Robinson (1960)",3.42857142857143,"F"
"1443","Switchback (1997)",3.4,"F"
"1444","Switchblade Sisters (1975)",3,"F"
"1445","Sword in the Stone, The (1963)",3.63636363636364,"F"
"1446","Symphonie pastorale, La (1946)",1,"F"
"1447","T-Men (1947)",1,"F"
"1448","Tainted (1998)",3,"F"
"1449","Tales from the Crypt Presents: Bordello of Blood (1996)",2.375,"F"
"1450","Tales From the Crypt Presents: Demon Knight (1995)",3.5,"F"
"1451","Tales from the Hood (1995)",2,"F"
"1452","Talking About Sex (1994)",NA,"F"
"1453","Tango Lesson, The (1997)",3.5,"F"
"1454","Tank Girl (1995)",3.125,"F"
"1455","Target (1995)",NA,"F"
"1456","Taxi Driver (1976)",4.17241379310345,"F"
"1457","Telling Lies in America (1997)",5,"F"
"1458","Temptress Moon (Feng Yue) (1996)",1,"F"
"1459","Terminal Velocity (1994)",3.25,"F"
"1460","Terminator 2: Judgment Day (1991)",3.83333333333333,"F"
"1461","Terminator, The (1984)",3.52459016393443,"F"
"1462","Terror in a Texas Town (1958)",1,"F"
"1463","Tetsuo II: Body Hammer (1992)",3.5,"F"
"1464","That Darn Cat! (1965)",2.44444444444444,"F"
"1465","That Darn Cat! (1997)",3.30769230769231,"F"
"1466","That Old Feeling (1997)",3.33333333333333,"F"
"1467","That Thing You Do! (1996)",3.66666666666667,"F"
"1468","The Courtyard (1995)",1,"F"
"1469","The Deadly Cure (1996)",NA,"F"
"1470","The Innocent (1994)",2.5,"F"
"1471","Theodore Rex (1995)",NA,"F"
"1472","They Made Me a Criminal (1939)",NA,"F"
"1473","Thieves (Voleurs, Les) (1996)",3,"F"
"1474","Thin Blue Line, The (1988)",3.8,"F"
"1475","Thin Line Between Love and Hate, A (1996)",3,"F"
"1476","Thin Man, The (1934)",4.30769230769231,"F"
"1477","Things to Do in Denver when You're Dead (1995)",2.72727272727273,"F"
"1478","Thinner (1996)",2.5625,"F"
"1479","Third Man, The (1949)",3.83333333333333,"F"
"1480","Thirty-Two Short Films About Glenn Gould (1993)",4,"F"
"1481","This Is Spinal Tap (1984)",3.88888888888889,"F"
"1482","Thousand Acres, A (1997)",3.23529411764706,"F"
"1483","Three Caballeros, The (1945)",3.25,"F"
"1484","Three Colors: Blue (1993)",3.45454545454545,"F"
"1485","Three Colors: Red (1994)",3.75,"F"
"1486","Three Colors: White (1994)",3.4,"F"
"1487","Three Lives and Only One Death (1996)",NA,"F"
"1488","Three Musketeers, The (1993)",3.5,"F"
"1489","Three Wishes (1995)",3.33333333333333,"F"
"1490","Threesome (1994)",2.85714285714286,"F"
"1491","Tie Me Up! Tie Me Down! (1990)",2.5,"F"
"1492","Tie That Binds, The (1995)",3,"F"
"1493","Tigrero: A Film That Was Never Made (1994)",1,"F"
"1494","Time to Kill, A (1996)",3.79365079365079,"F"
"1495","Time Tracers (1995)",NA,"F"
"1496","Timecop (1994)",3.25,"F"
"1497","Tin Cup (1996)",3.37735849056604,"F"
"1498","Tin Drum, The (Blechtrommel, Die) (1979)",3.14285714285714,"F"
"1499","Tin Men (1987)",3,"F"
"1500","Titanic (1997)",4.27884615384615,"F"
"1501","To Be or Not to Be (1942)",3.66666666666667,"F"
"1502","To Catch a Thief (1955)",4,"F"
"1503","To Cross the Rubicon (1991)",1,"F"
"1504","To Die For (1995)",3.04166666666667,"F"
"1505","To Gillian on Her 37th Birthday (1996)",3.16666666666667,"F"
"1506","To Have, or Not (1995)",2,"F"
"1507","To Kill a Mockingbird (1962)",4.34782608695652,"F"
"1508","To Live (Huozhe) (1994)",3.66666666666667,"F"
"1509","To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.4,"F"
"1510","Tokyo Fist (1995)",NA,"F"
"1511","Tom & Viv (1994)",3.5,"F"
"1512","Tom and Huck (1995)",3.14285714285714,"F"
"1513","Tombstone (1993)",3.81818181818182,"F"
"1514","Tommy Boy (1995)",3.23076923076923,"F"
"1515","Tomorrow Never Dies (1997)",3.36842105263158,"F"
"1516","Top Gun (1986)",3.58333333333333,"F"
"1517","Top Hat (1935)",4,"F"
"1518","Total Eclipse (1995)",1,"F"
"1519","Touch (1997)",2,"F"
"1520","Touch of Evil (1958)",3,"F"
"1521","Tough and Deadly (1995)",NA,"F"
"1522","Touki Bouki (Journey of the Hyena) (1973)",1,"F"
"1523","Toy Story (1995)",3.78991596638655,"F"
"1524","Trainspotting (1996)",3.82,"F"
"1525","Transformers: The Movie, The (1986)",2.33333333333333,"F"
"1526","Traveller (1997)",3,"F"
"1527","Treasure of the Sierra Madre, The (1948)",3.57142857142857,"F"
"1528","Trees Lounge (1996)",3,"F"
"1529","Trial and Error (1997)",1.33333333333333,"F"
"1530","Trial by Jury (1994)",2.4,"F"
"1531","Trigger Effect, The (1996)",3.75,"F"
"1532","True Crime (1995)",2.33333333333333,"F"
"1533","True Lies (1994)",3.5,"F"
"1534","True Romance (1993)",3,"F"
"1535","Truman Show, The (1998)",3.5,"F"
"1536","Trust (1990)",3.83333333333333,"F"
"1537","Truth About Cats & Dogs, The (1996)",3.69072164948454,"F"
"1538","Truth or Consequences, N.M. (1997)",1,"F"
"1539","Turbo: A Power Rangers Movie (1997)",3,"F"
"1540","Turbulence (1997)",4,"F"
"1541","Turning, The (1992)",2,"F"
"1542","Twelfth Night (1996)",3.28571428571429,"F"
"1543","Twelve Monkeys (1995)",3.5609756097561,"F"
"1544","Twilight (1998)",2,"F"
"1545","Twin Town (1997)",2,"F"
"1546","Twisted (1996)",3.66666666666667,"F"
"1547","Twister (1996)",3.25301204819277,"F"
"1548","Two Bits (1995)",2,"F"
"1549","Two Deaths (1995)",2.5,"F"
"1550","Two Friends (1986) ",3,"F"
"1551","Two if by Sea (1996)",3,"F"
"1552","Two Much (1996)",4,"F"
"1553","Two or Three Things I Know About Her (1966)",1,"F"
"1554","U Turn (1997)",2.90909090909091,"F"
"1555","U.S. Marshalls (1998)",3.5,"F"
"1556","Ulee's Gold (1997)",3.73333333333333,"F"
"1557","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.71428571428571,"F"
"1558","Unbearable Lightness of Being, The (1988)",3.36363636363636,"F"
"1559","Under Siege (1992)",3.16666666666667,"F"
"1560","Under Siege 2: Dark Territory (1995)",2,"F"
"1561","Underground (1995)",1.5,"F"
"1562","Underneath, The (1995)",2.5,"F"
"1563","Underworld (1997)",3,"F"
"1564","Unforgettable (1996)",3.45454545454545,"F"
"1565","Unforgiven (1992)",3.44117647058824,"F"
"1566","Unhook the Stars (1996)",3.25,"F"
"1567","Unstrung Heroes (1995)",3.45454545454545,"F"
"1568","Until the End of the World (Bis ans Ende der Welt) (1991)",2.16666666666667,"F"
"1569","Unzipped (1995)",3.5,"F"
"1570","Up Close and Personal (1996)",3.26315789473684,"F"
"1571","Up in Smoke (1978)",3.28571428571429,"F"
"1572","Usual Suspects, The (1995)",4.33333333333333,"F"
"1573","Vampire in Brooklyn (1995)",1.5,"F"
"1574","Van, The (1996)",3,"F"
"1575","Vanya on 42nd Street (1994)",3.375,"F"
"1576","Vegas Vacation (1997)",2.22222222222222,"F"
"1577","Venice/Venice (1992)",NA,"F"
"1578","Vermin (1998)",NA,"F"
"1579","Vermont Is For Lovers (1992)",1,"F"
"1580","Vertigo (1958)",4.07317073170732,"F"
"1581","Very Brady Sequel, A (1996)",2.375,"F"
"1582","Very Natural Thing, A (1974)",NA,"F"
"1583","Victor/Victoria (1982)",3.54545454545455,"F"
"1584","Vie est belle, La (Life is Rosey) (1987)",1,"F"
"1585","Village of the Damned (1995)",3.4,"F"
"1586","Virtuosity (1995)",3.42857142857143,"F"
"1587","Visitors, The (Visiteurs, Les) (1993)",5,"F"
"1588","Volcano (1997)",3.09259259259259,"F"
"1589","Wag the Dog (1997)",3.31578947368421,"F"
"1590","Waiting for Guffman (1996)",4.125,"F"
"1591","Waiting to Exhale (1995)",2.6,"F"
"1592","Walk in the Clouds, A (1995)",3.58620689655172,"F"
"1593","Walk in the Sun, A (1945)",NA,"F"
"1594","Walkabout (1971)",3.83333333333333,"F"
"1595","Walking and Talking (1996)",4,"F"
"1596","Walking Dead, The (1995)",1,"F"
"1597","Wallace & Gromit: The Best of Aardman Animation (1996)",4.53333333333333,"F"
"1598","War at Home, The (1996)",NA,"F"
"1599","War Room, The (1993)",3.33333333333333,"F"
"1600","War, The (1994)",3,"F"
"1601","Warriors of Virtue (1997)",3.66666666666667,"F"
"1602","Washington Square (1997)",3.4,"F"
"1603","Waterworld (1995)",2.26315789473684,"F"
"1604","Wedding Bell Blues (1996)",3,"F"
"1605","Wedding Gift, The (1994)",4,"F"
"1606","Wedding Singer, The (1998)",3.58823529411765,"F"
"1607","Weekend at Bernie's (1989)",2.5,"F"
"1608","Welcome To Sarajevo (1997)",3.5,"F"
"1609","Welcome to the Dollhouse (1995)",3.8,"F"
"1610","Wend Kuuni (God's Gift) (1982)",1,"F"
"1611","Wes Craven's New Nightmare (1994)",2,"F"
"1612","What Happened Was... (1994)",2.33333333333333,"F"
"1613","What's Eating Gilbert Grape (1993)",3.66666666666667,"F"
"1614","What's Love Got to Do with It (1993)",3.52941176470588,"F"
"1615","When a Man Loves a Woman (1994)",3.66666666666667,"F"
"1616","When Harry Met Sally... (1989)",3.98850574712644,"F"
"1617","When Night Is Falling (1995)",3.5,"F"
"1618","When the Cats Away (Chacun cherche son chat) (1996)",3.66666666666667,"F"
"1619","When We Were Kings (1996)",3.72727272727273,"F"
"1620","While You Were Sleeping (1995)",3.63793103448276,"F"
"1621","White Balloon, The (1995)",2,"F"
"1622","White Man's Burden (1995)",1.66666666666667,"F"
"1623","White Squall (1996)",3.52173913043478,"F"
"1624","Whole Wide World, The (1996)",4,"F"
"1625","Widows' Peak (1994)",3.57142857142857,"F"
"1626","Wife, The (1995)",NA,"F"
